sl_no,date_of_encashment,party_name,party_acc_no,prefix,bond_no,denom,pay_branch_code,pay_teller
13469,2023-02-01,BIJU JANATA DAL,*******4340,OC,11508,"1,00,00,000",41,4609514
13470,2023-02-01,BIJU JANATA DAL,*******4340,OC,11519,"1,00,00,000",41,4609514
13471,2023-02-01,BIJU JANATA DAL,*******4340,OC,11525,"1,00,00,000",41,4609514
13472,2023-02-01,BIJU JANATA DAL,*******4340,OC,11577,"1,00,00,000",41,4609514
13473,2023-02-01,BIJU JANATA DAL,*******4340,TL,14768,"10,00,000",41,4609514
13474,2023-02-01,BIJU JANATA DAL,*******4340,TL,14766,"10,00,000",41,4609514
13475,2023-02-01,BIJU JANATA DAL,*******4340,TL,14770,"10,00,000",41,4609514
13476,2023-02-01,BIJU JANATA DAL,*******4340,TL,14764,"10,00,000",41,4609514
13477,2023-02-01,BIJU JANATA DAL,*******4340,TL,14762,"10,00,000",41,4609514
13478,2023-02-01,BIJU JANATA DAL,*******4340,TL,14774,"10,00,000",41,4609514
13479,2023-02-01,BIJU JANATA DAL,*******4340,TL,14772,"10,00,000",41,4609514
13480,2023-02-01,BIJU JANATA DAL,*******4340,TL,14777,"10,00,000",41,4609514
13481,2023-02-01,BIJU JANATA DAL,*******4340,TL,14779,"10,00,000",41,4609514
13482,2023-02-01,BIJU JANATA DAL,*******4340,TL,14781,"10,00,000",41,4609514
13483,2023-02-01,BIJU JANATA DAL,*******4340,TL,14790,"10,00,000",41,4609514
13484,2023-02-01,BIJU JANATA DAL,*******4340,TL,14788,"10,00,000",41,4609514
13485,2023-02-01,BIJU JANATA DAL,*******4340,TL,14792,"10,00,000",41,4609514
13486,2023-02-01,BIJU JANATA DAL,*******4340,TL,14786,"10,00,000",41,4609514
13487,2023-02-01,BIJU JANATA DAL,*******4340,TL,14794,"10,00,000",41,4609514
13488,2023-02-01,BIJU JANATA DAL,*******4340,TL,14793,"10,00,000",41,4609514
13489,2023-02-01,BIJU JANATA DAL,*******4340,TL,14853,"10,00,000",41,4609514
13490,2023-02-01,BIJU JANATA DAL,*******4340,TL,14795,"10,00,000",41,4609514
13491,2023-02-01,BIJU JANATA DAL,*******4340,TL,14800,"10,00,000",41,4609514
13492,2023-02-01,BIJU JANATA DAL,*******4340,TL,14851,"10,00,000",41,4609514
13493,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14773,"10,00,000",167,6668224
13494,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14769,"10,00,000",167,6668224
13495,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14775,"10,00,000",167,6668224
13496,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14763,"10,00,000",167,6668224
13497,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14771,"10,00,000",167,6668224
13498,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14767,"10,00,000",167,6668224
13499,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14765,"10,00,000",167,6668224
13500,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14855,"10,00,000",167,6668224
13501,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,TL,14857,"10,00,000",167,6668224
13502,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29494,"1,00,000",167,6668224
13503,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29492,"1,00,000",167,6668224
13504,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29490,"1,00,000",167,6668224
13505,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29496,"1,00,000",167,6668224
13506,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29498,"1,00,000",167,6668224
13507,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29603,"1,00,000",167,6668224
13508,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29499,"1,00,000",167,6668224
13509,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29601,"1,00,000",167,6668224
13510,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29605,"1,00,000",167,6668224
13511,2023-02-01,JHARKHAND MUKTI MORCHA,*******5076,OL,29607,"1,00,000",167,6668224
13512,2023-02-01,TELUGU DESAM PARTY,*******3067,OC,12911,"1,00,00,000",847,3889823
13513,2023-02-01,TELUGU DESAM PARTY,*******3067,OC,12913,"1,00,00,000",847,3889823
13514,2023-02-02,SIKKIM KRANTIKARI MORCHA,*******7000,OC,14925,"1,00,00,000",232,5880645
13515,2023-02-02,SIKKIM KRANTIKARI MORCHA,*******7000,OC,13625,"1,00,00,000",232,5880645
13516,2023-02-02,SIKKIM KRANTIKARI MORCHA,*******7000,TL,13296,"10,00,000",232,5880645
13517,2023-02-02,SIKKIM KRANTIKARI MORCHA,*******7000,TL,13294,"10,00,000",232,5880645
13518,2023-02-02,SIKKIM KRANTIKARI MORCHA,*******7000,TL,13292,"10,00,000",232,5880645
13519,2023-02-02,SIKKIM KRANTIKARI MORCHA,*******7000,TL,13300,"10,00,000",232,5880645
13520,2023-02-02,SIKKIM KRANTIKARI MORCHA,*******7000,TL,13298,"10,00,000",232,5880645
13521,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13640,"1,00,00,000",691,5972302
13522,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13644,"1,00,00,000",691,5972302
13523,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13630,"1,00,00,000",691,5972302
13524,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13632,"1,00,00,000",691,5972302
13525,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13660,"1,00,00,000",691,5972302
13526,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13648,"1,00,00,000",691,5972302
13527,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13628,"1,00,00,000",691,5972302
13528,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13654,"1,00,00,000",691,5972302
13529,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13650,"1,00,00,000",691,5972302
13530,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13656,"1,00,00,000",691,5972302
13531,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13634,"1,00,00,000",691,5972302
13532,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13638,"1,00,00,000",691,5972302
13533,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13658,"1,00,00,000",691,5972302
13534,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13636,"1,00,00,000",691,5972302
13535,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13642,"1,00,00,000",691,5972302
13536,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13626,"1,00,00,000",691,5972302
13537,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13652,"1,00,00,000",691,5972302
13538,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13646,"1,00,00,000",691,5972302
13539,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13135,"1,00,00,000",691,5972302
13540,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13131,"1,00,00,000",691,5972302
13541,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OC,13133,"1,00,00,000",691,5972302
13542,2023-02-04,BHARATIYA JANATA PARTY,*******8244,TL,10012,"10,00,000",691,5972302
13543,2023-02-04,BHARATIYA JANATA PARTY,*******8244,TL,10018,"10,00,000",691,5972302
13544,2023-02-04,BHARATIYA JANATA PARTY,*******8244,TL,10016,"10,00,000",691,5972302
13545,2023-02-04,BHARATIYA JANATA PARTY,*******8244,TL,10014,"10,00,000",691,5972302
13546,2023-02-04,BHARATIYA JANATA PARTY,*******8244,TL,10010,"10,00,000",691,5972302
13547,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23765,"1,00,000",691,5972302
13548,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23757,"1,00,000",691,5972302
13549,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23763,"1,00,000",691,5972302
13550,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23775,"1,00,000",691,5972302
13551,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23761,"1,00,000",691,5972302
13552,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23771,"1,00,000",691,5972302
13553,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23767,"1,00,000",691,5972302
13554,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23769,"1,00,000",691,5972302
13555,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23759,"1,00,000",691,5972302
13556,2023-02-04,BHARATIYA JANATA PARTY,*******8244,OL,23773,"1,00,000",691,5972302
13557,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,14923,"1,00,00,000",691,5972302
13558,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13624,"1,00,00,000",691,5972302
13559,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,14921,"1,00,00,000",691,5972302
13560,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13635,"1,00,00,000",691,5972302
13561,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13633,"1,00,00,000",691,5972302
13562,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13629,"1,00,00,000",691,5972302
13563,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13631,"1,00,00,000",691,5972302
13564,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13627,"1,00,00,000",691,5972302
13565,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13130,"1,00,00,000",691,5972302
13566,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13132,"1,00,00,000",691,5972302
13567,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13128,"1,00,00,000",691,5972302
13568,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13126,"1,00,00,000",691,5972302
13569,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13134,"1,00,00,000",691,5972302
13570,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13138,"1,00,00,000",691,5972302
13571,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13136,"1,00,00,000",691,5972302
13572,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13127,"1,00,00,000",691,5972302
13573,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13129,"1,00,00,000",691,5972302
13574,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13825,"1,00,00,000",691,5972302
13575,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13810,"1,00,00,000",691,5972302
13576,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13802,"1,00,00,000",691,5972302
13577,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13808,"1,00,00,000",691,5972302
13578,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,13804,"1,00,00,000",691,5972302
13579,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10512,"1,00,00,000",691,5972302
13580,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10520,"1,00,00,000",691,5972302
13581,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10501,"1,00,00,000",691,5972302
13582,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10525,"1,00,00,000",691,5972302
13583,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10503,"1,00,00,000",691,5972302
13584,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10506,"1,00,00,000",691,5972302
13585,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10517,"1,00,00,000",691,5972302
13586,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10523,"1,00,00,000",691,5972302
13587,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10514,"1,00,00,000",691,5972302
13588,2023-02-07,BHARATIYA JANATA PARTY,*******8244,OC,10510,"1,00,00,000",691,5972302
13589,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13302,"10,00,000",691,5972302
13590,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13310,"10,00,000",691,5972302
13591,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13304,"10,00,000",691,5972302
13592,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13308,"10,00,000",691,5972302
13593,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13306,"10,00,000",691,5972302
13594,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13322,"10,00,000",691,5972302
13595,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13320,"10,00,000",691,5972302
13596,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13316,"10,00,000",691,5972302
13597,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13318,"10,00,000",691,5972302
13598,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13314,"10,00,000",691,5972302
13599,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13321,"10,00,000",691,5972302
13600,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,13312,"10,00,000",691,5972302
13601,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10008,"10,00,000",691,5972302
13602,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10004,"10,00,000",691,5972302
13603,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10002,"10,00,000",691,5972302
13604,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,1000,"10,00,000",691,5972302
13605,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10006,"10,00,000",691,5972302
13606,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10009,"10,00,000",691,5972302
13607,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10003,"10,00,000",691,5972302
13608,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10007,"10,00,000",691,5972302
13609,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10005,"10,00,000",691,5972302
13610,2023-02-07,BHARATIYA JANATA PARTY,*******8244,TL,10001,"10,00,000",691,5972302
13611,2023-02-07,SIKKIM KRANTIKARI MORCHA,*******7000,OC,10535,"1,00,00,000",232,5880645
13612,2023-02-07,SIKKIM KRANTIKARI MORCHA,*******7000,OC,10528,"1,00,00,000",232,5880645
13613,2023-02-07,SIKKIM KRANTIKARI MORCHA,*******7000,OC,10541,"1,00,00,000",232,5880645
13614,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11629,"1,00,00,000",847,3889823
13615,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11615,"1,00,00,000",847,3889823
13616,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11619,"1,00,00,000",847,3889823
13617,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11621,"1,00,00,000",847,3889823
13618,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11617,"1,00,00,000",847,3889823
13619,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11627,"1,00,00,000",847,3889823
13620,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11631,"1,00,00,000",847,3889823
13621,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11639,"1,00,00,000",847,3889823
13622,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11625,"1,00,00,000",847,3889823
13623,2023-04-06,BHARAT RASHTRA SAMITHI,*******7477,OC,11623,"1,00,00,000",847,3889823
13624,2023-04-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13818,"1,00,00,000",691,5972302
13625,2023-04-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13814,"1,00,00,000",691,5972302
13626,2023-04-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13820,"1,00,00,000",691,5972302
13627,2023-04-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13822,"1,00,00,000",691,5972302
13628,2023-04-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13816,"1,00,00,000",691,5972302
13629,2023-04-06,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13812,"1,00,00,000",691,5972302
13630,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10739,"1,00,00,000",800,6406963
13631,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10784,"1,00,00,000",800,6406963
13632,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10780,"1,00,00,000",800,6406963
13633,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10757,"1,00,00,000",800,6406963
13634,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10786,"1,00,00,000",800,6406963
13635,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10761,"1,00,00,000",800,6406963
13636,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10743,"1,00,00,000",800,6406963
13637,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10522,"1,00,00,000",800,6406963
13638,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10795,"1,00,00,000",800,6406963
13639,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10530,"1,00,00,000",800,6406963
13640,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10752,"1,00,00,000",800,6406963
13641,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10774,"1,00,00,000",800,6406963
13642,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10737,"1,00,00,000",800,6406963
13643,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10800,"1,00,00,000",800,6406963
13644,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10746,"1,00,00,000",800,6406963
13645,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10755,"1,00,00,000",800,6406963
13646,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10765,"1,00,00,000",800,6406963
13647,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10543,"1,00,00,000",800,6406963
13648,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10763,"1,00,00,000",800,6406963
13649,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10788,"1,00,00,000",800,6406963
13650,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10537,"1,00,00,000",800,6406963
13651,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10798,"1,00,00,000",800,6406963
13652,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10791,"1,00,00,000",800,6406963
13653,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10534,"1,00,00,000",800,6406963
13654,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10539,"1,00,00,000",800,6406963
13655,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10769,"1,00,00,000",800,6406963
13656,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10793,"1,00,00,000",800,6406963
13657,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10767,"1,00,00,000",800,6406963
13658,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10532,"1,00,00,000",800,6406963
13659,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10741,"1,00,00,000",800,6406963
13660,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10516,"1,00,00,000",800,6406963
13661,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10777,"1,00,00,000",800,6406963
13662,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10508,"1,00,00,000",800,6406963
13663,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10748,"1,00,00,000",800,6406963
13664,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10527,"1,00,00,000",800,6406963
13665,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10519,"1,00,00,000",800,6406963
13666,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10750,"1,00,00,000",800,6406963
13667,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10759,"1,00,00,000",800,6406963
13668,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10782,"1,00,00,000",800,6406963
13669,2023-04-10,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10772,"1,00,00,000",800,6406963
13670,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11603,"1,00,00,000",691,5422566
13671,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11597,"1,00,00,000",691,5422566
13672,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11605,"1,00,00,000",691,5422566
13673,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11601,"1,00,00,000",691,5422566
13674,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11599,"1,00,00,000",691,5422566
13675,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11609,"1,00,00,000",691,5422566
13676,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11607,"1,00,00,000",691,5422566
13677,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11643,"1,00,00,000",691,5422566
13678,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11633,"1,00,00,000",691,5422566
13679,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11647,"1,00,00,000",691,5422566
13680,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11641,"1,00,00,000",691,5422566
13681,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11649,"1,00,00,000",691,5422566
13682,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,11645,"1,00,00,000",691,5422566
13683,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10869,"1,00,00,000",691,5422566
13684,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10524,"1,00,00,000",691,5422566
13685,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10546,"1,00,00,000",691,5422566
13686,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10521,"1,00,00,000",691,5422566
13687,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10632,"1,00,00,000",691,5422566
13688,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10518,"1,00,00,000",691,5422566
13689,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10630,"1,00,00,000",691,5422566
13690,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10511,"1,00,00,000",691,5422566
13691,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10871,"1,00,00,000",691,5422566
13692,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10735,"1,00,00,000",691,5422566
13693,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10862,"1,00,00,000",691,5422566
13694,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10856,"1,00,00,000",691,5422566
13695,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10636,"1,00,00,000",691,5422566
13696,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10548,"1,00,00,000",691,5422566
13697,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10859,"1,00,00,000",691,5422566
13698,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10867,"1,00,00,000",691,5422566
13699,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10509,"1,00,00,000",691,5422566
13700,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10550,"1,00,00,000",691,5422566
13701,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10727,"1,00,00,000",691,5422566
13702,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10628,"1,00,00,000",691,5422566
13703,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10634,"1,00,00,000",691,5422566
13704,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10853,"1,00,00,000",691,5422566
13705,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10638,"1,00,00,000",691,5422566
13706,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10504,"1,00,00,000",691,5422566
13707,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10502,"1,00,00,000",691,5422566
13708,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10538,"1,00,00,000",691,5422566
13709,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10505,"1,00,00,000",691,5422566
13710,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10540,"1,00,00,000",691,5422566
13711,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10640,"1,00,00,000",691,5422566
13712,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10733,"1,00,00,000",691,5422566
13713,2023-04-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10544,"1,00,00,000",691,5422566
